"caller_class","caller_method","caller_qualified","callee_function","file_path","line_number"
"firebase::auth::VerifyAssertionRequest","FromAccessToken","firebase::auth::VerifyAssertionRequest::FromAccessToken","std::__1::basic_string<char, char_traits<char>, allocator<char>>::operator+=","auth/src/desktop/rpcs/verify_assertion_request.cc",95
"firebase::auth::VerifyAssertionRequest","FromAccessToken","firebase::auth::VerifyAssertionRequest::FromAccessToken","firebase::LogError","auth/src/desktop/rpcs/verify_assertion_request.cc",91
"firebase::auth::VerifyAssertionRequest","FromAccessToken","firebase::auth::VerifyAssertionRequest::FromAccessToken","firebase::auth::VerifyAssertionRequest::FromAccessToken","auth/src/desktop/rpcs/verify_assertion_request.cc",77
"firebase::auth::VerifyAssertionRequest","FromAccessToken","firebase::auth::VerifyAssertionRequest::FromAccessToken","std::__1::unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>::unique_ptr","auth/src/desktop/rpcs/verify_assertion_request.cc",85
"firebase::auth::VerifyAssertionRequest","FromAccessToken","firebase::auth::VerifyAssertionRequest::FromAccessToken","std::__1::unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>::unique_ptr","auth/src/desktop/rpcs/verify_assertion_request.cc",100
"firebase::auth::VerifyAssertionRequest","FromAccessToken","firebase::auth::VerifyAssertionRequest::FromAccessToken","firebase::auth::VerifyAssertionRequest::VerifyAssertionRequest","auth/src/desktop/rpcs/verify_assertion_request.cc",86
"firebase::auth::VerifyAssertionRequest","FromAccessToken","firebase::auth::VerifyAssertionRequest::FromAccessToken","std::__1::unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>::operator->","auth/src/desktop/rpcs/verify_assertion_request.cc",89
"firebase::auth::VerifyAssertionRequest","FromAccessToken","firebase::auth::VerifyAssertionRequest::FromAccessToken","std::__1::unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>::operator->","auth/src/desktop/rpcs/verify_assertion_request.cc",95
"firebase::auth::VerifyAssertionRequest","FromAccessToken","firebase::auth::VerifyAssertionRequest::FromAccessToken","std::__1::unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>::~unique_ptr","auth/src/desktop/rpcs/verify_assertion_request.cc",101
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::operator+","auth/src/desktop/rpcs/verify_assertion_request.cc",60
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::operator+","auth/src/desktop/rpcs/verify_assertion_request.cc",66
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/rpcs/verify_assertion_request.cc",60
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/rpcs/verify_assertion_request.cc",66
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/rpcs/verify_assertion_request.cc",60
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/rpcs/verify_assertion_request.cc",66
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::basic_string<char, char_traits<char>, allocator<char>>::operator+=","auth/src/desktop/rpcs/verify_assertion_request.cc",60
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::basic_string<char, char_traits<char>, allocator<char>>::operator+=","auth/src/desktop/rpcs/verify_assertion_request.cc",66
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","firebase::LogError","auth/src/desktop/rpcs/verify_assertion_request.cc",62
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","auth/src/desktop/rpcs/verify_assertion_request.cc",49
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>::unique_ptr","auth/src/desktop/rpcs/verify_assertion_request.cc",56
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>::unique_ptr","auth/src/desktop/rpcs/verify_assertion_request.cc",71
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","firebase::auth::VerifyAssertionRequest::VerifyAssertionRequest","auth/src/desktop/rpcs/verify_assertion_request.cc",57
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>::operator->","auth/src/desktop/rpcs/verify_assertion_request.cc",60
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>::operator->","auth/src/desktop/rpcs/verify_assertion_request.cc",66
"firebase::auth::VerifyAssertionRequest","FromIdToken","firebase::auth::VerifyAssertionRequest::FromIdToken","std::__1::unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>::~unique_ptr","auth/src/desktop/rpcs/verify_assertion_request.cc",72
"firebase::auth::IdentityProviderCredential","~IdentityProviderCredential","firebase::auth::IdentityProviderCredential::~IdentityProviderCredential","firebase::auth::AuthCredential::~AuthCredential","auth/src/desktop/identity_provider_credential.h",41
"firebase::auth::IdentityProviderCredential","IdentityProviderCredential","firebase::auth::IdentityProviderCredential::IdentityProviderCredential","firebase::auth::AuthCredential::AuthCredential","auth/src/desktop/identity_provider_credential.h",41
"firebase::auth::FacebookAuthCredential","GetProvider","firebase::auth::FacebookAuthCredential::GetProvider","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/facebook_auth_credential.h",34
"firebase::auth::FacebookAuthCredential","~FacebookAuthCredential","firebase::auth::FacebookAuthCredential::~FacebookAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_providers/facebook_auth_credential.h",32
"firebase::auth::FacebookAuthCredential","~FacebookAuthCredential","firebase::auth::FacebookAuthCredential::~FacebookAuthCredential","firebase::auth::IdentityProviderCredential::~IdentityProviderCredential","auth/src/desktop/auth_providers/facebook_auth_credential.h",32
"firebase::auth::FacebookAuthCredential","FacebookAuthCredential","firebase::auth::FacebookAuthCredential::FacebookAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/facebook_auth_credential.h",44
"firebase::auth::FacebookAuthCredential","FacebookAuthCredential","firebase::auth::FacebookAuthCredential::FacebookAuthCredential","firebase::auth::IdentityProviderCredential::IdentityProviderCredential","auth/src/desktop/auth_providers/facebook_auth_credential.h",44
"firebase::auth::FacebookAuthCredential","CreateVerifyAssertionRequest","firebase::auth::FacebookAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::c_str","auth/src/desktop/auth_providers/facebook_auth_credential.h",39
"firebase::auth::FacebookAuthCredential","CreateVerifyAssertionRequest","firebase::auth::FacebookAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_providers/facebook_auth_credential.h",39
"firebase::auth::FacebookAuthCredential","CreateVerifyAssertionRequest","firebase::auth::FacebookAuthCredential::CreateVerifyAssertionRequest","firebase::auth::VerifyAssertionRequest::FromAccessToken","auth/src/desktop/auth_providers/facebook_auth_credential.h",38
"firebase::auth::FacebookAuthCredential","CreateVerifyAssertionRequest","firebase::auth::FacebookAuthCredential::CreateVerifyAssertionRequest","firebase::auth::FacebookAuthCredential::GetProvider","auth/src/desktop/auth_providers/facebook_auth_credential.h",39
"firebase::auth::GitHubAuthCredential","GetProvider","firebase::auth::GitHubAuthCredential::GetProvider","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/github_auth_credential.h",34
"firebase::auth::GitHubAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GitHubAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::c_str","auth/src/desktop/auth_providers/github_auth_credential.h",39
"firebase::auth::GitHubAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GitHubAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_providers/github_auth_credential.h",39
"firebase::auth::GitHubAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GitHubAuthCredential::CreateVerifyAssertionRequest","firebase::auth::VerifyAssertionRequest::FromAccessToken","auth/src/desktop/auth_providers/github_auth_credential.h",38
"firebase::auth::GitHubAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GitHubAuthCredential::CreateVerifyAssertionRequest","firebase::auth::GitHubAuthCredential::GetProvider","auth/src/desktop/auth_providers/github_auth_credential.h",39
"firebase::auth::GitHubAuthCredential","~GitHubAuthCredential","firebase::auth::GitHubAuthCredential::~GitHubAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_providers/github_auth_credential.h",32
"firebase::auth::GitHubAuthCredential","~GitHubAuthCredential","firebase::auth::GitHubAuthCredential::~GitHubAuthCredential","firebase::auth::IdentityProviderCredential::~IdentityProviderCredential","auth/src/desktop/auth_providers/github_auth_credential.h",32
"firebase::auth::GitHubAuthCredential","GitHubAuthCredential","firebase::auth::GitHubAuthCredential::GitHubAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/github_auth_credential.h",43
"firebase::auth::GitHubAuthCredential","GitHubAuthCredential","firebase::auth::GitHubAuthCredential::GitHubAuthCredential","firebase::auth::IdentityProviderCredential::IdentityProviderCredential","auth/src/desktop/auth_providers/github_auth_credential.h",43
"firebase::auth::GoogleAuthCredential","GetProvider","firebase::auth::GoogleAuthCredential::GetProvider","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/google_auth_credential.h",34
"firebase::auth::GoogleAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GoogleAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::c_str","auth/src/desktop/auth_providers/google_auth_credential.h",40
"firebase::auth::GoogleAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GoogleAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::c_str","auth/src/desktop/auth_providers/google_auth_credential.h",43
"firebase::auth::GoogleAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GoogleAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_providers/google_auth_credential.h",40
"firebase::auth::GoogleAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GoogleAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_providers/google_auth_credential.h",43
"firebase::auth::GoogleAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GoogleAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::empty","auth/src/desktop/auth_providers/google_auth_credential.h",38
"firebase::auth::GoogleAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GoogleAuthCredential::CreateVerifyAssertionRequest","firebase::auth::VerifyAssertionRequest::FromAccessToken","auth/src/desktop/auth_providers/google_auth_credential.h",42
"firebase::auth::GoogleAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GoogleAuthCredential::CreateVerifyAssertionRequest","firebase::auth::VerifyAssertionRequest::FromIdToken","auth/src/desktop/auth_providers/google_auth_credential.h",39
"firebase::auth::GoogleAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GoogleAuthCredential::CreateVerifyAssertionRequest","firebase::auth::GoogleAuthCredential::GetProvider","auth/src/desktop/auth_providers/google_auth_credential.h",40
"firebase::auth::GoogleAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GoogleAuthCredential::CreateVerifyAssertionRequest","firebase::auth::GoogleAuthCredential::GetProvider","auth/src/desktop/auth_providers/google_auth_credential.h",43
"firebase::auth::GoogleAuthCredential","~GoogleAuthCredential","firebase::auth::GoogleAuthCredential::~GoogleAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_providers/google_auth_credential.h",32
"firebase::auth::GoogleAuthCredential","~GoogleAuthCredential","firebase::auth::GoogleAuthCredential::~GoogleAuthCredential","firebase::auth::IdentityProviderCredential::~IdentityProviderCredential","auth/src/desktop/auth_providers/google_auth_credential.h",32
"firebase::auth::GoogleAuthCredential","GoogleAuthCredential","firebase::auth::GoogleAuthCredential::GoogleAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/google_auth_credential.h",50
"firebase::auth::GoogleAuthCredential","GoogleAuthCredential","firebase::auth::GoogleAuthCredential::GoogleAuthCredential","firebase::auth::IdentityProviderCredential::IdentityProviderCredential","auth/src/desktop/auth_providers/google_auth_credential.h",50
"firebase::firestore::jni::Global<T>","EnsureEnv","firebase::firestore::jni::Global<T>::EnsureEnv","firebase::firestore::jni::GetEnv","firestore/src/jni/ownership.h",281
"firebase::firestore::jni::Object","Equals","firebase::firestore::jni::Object::Equals","firebase::firestore::jni::Object::operator bool","firestore/src/jni/object.cc",57
"firebase::firestore::jni::Object","Equals","firebase::firestore::jni::Object::Equals","firebase::firestore::jni::Object::Equals","firestore/src/jni/object.cc",59
"firebase::auth::OAuthCredential","GetProvider","firebase::auth::OAuthCredential::GetProvider","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/oauth_auth_credential.h",34
"firebase::auth::OAuthCredential","CreateVerifyAssertionRequest","firebase::auth::OAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::c_str","auth/src/desktop/auth_providers/oauth_auth_credential.h",39
"firebase::auth::OAuthCredential","CreateVerifyAssertionRequest","firebase::auth::OAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::c_str","auth/src/desktop/auth_providers/oauth_auth_credential.h",42
"firebase::auth::OAuthCredential","CreateVerifyAssertionRequest","firebase::auth::OAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::c_str","auth/src/desktop/auth_providers/oauth_auth_credential.h",45
"firebase::auth::OAuthCredential","CreateVerifyAssertionRequest","firebase::auth::OAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::empty","auth/src/desktop/auth_providers/oauth_auth_credential.h",39
"firebase::auth::OAuthCredential","CreateVerifyAssertionRequest","firebase::auth::OAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::empty","auth/src/desktop/auth_providers/oauth_auth_credential.h",40
"firebase::auth::OAuthCredential","CreateVerifyAssertionRequest","firebase::auth::OAuthCredential::CreateVerifyAssertionRequest","firebase::auth::VerifyAssertionRequest::FromAccessToken","auth/src/desktop/auth_providers/oauth_auth_credential.h",44
"firebase::auth::OAuthCredential","CreateVerifyAssertionRequest","firebase::auth::OAuthCredential::CreateVerifyAssertionRequest","firebase::auth::VerifyAssertionRequest::FromIdToken","auth/src/desktop/auth_providers/oauth_auth_credential.h",41
"firebase::auth::OAuthCredential","~OAuthCredential","firebase::auth::OAuthCredential::~OAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_providers/oauth_auth_credential.h",32
"firebase::auth::OAuthCredential","~OAuthCredential","firebase::auth::OAuthCredential::~OAuthCredential","firebase::auth::IdentityProviderCredential::~IdentityProviderCredential","auth/src/desktop/auth_providers/oauth_auth_credential.h",32
"firebase::auth::OAuthCredential","OAuthCredential","firebase::auth::OAuthCredential::OAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/oauth_auth_credential.h",52
"firebase::auth::OAuthCredential","OAuthCredential","firebase::auth::OAuthCredential::OAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/oauth_auth_credential.h",53
"firebase::auth::OAuthCredential","OAuthCredential","firebase::auth::OAuthCredential::OAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/oauth_auth_credential.h",54
"firebase::auth::OAuthCredential","OAuthCredential","firebase::auth::OAuthCredential::OAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/oauth_auth_credential.h",55
"firebase::auth::OAuthCredential","OAuthCredential","firebase::auth::OAuthCredential::OAuthCredential","firebase::auth::IdentityProviderCredential::IdentityProviderCredential","auth/src/desktop/auth_providers/oauth_auth_credential.h",55
"firebase::auth::FederatedProviderData","FederatedProviderData","firebase::auth::FederatedProviderData::FederatedProviderData","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/include/firebase/auth/types.h",435
"firebase::auth::FederatedProviderData","~FederatedProviderData","firebase::auth::FederatedProviderData::~FederatedProviderData","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/include/firebase/auth/types.h",435
"firebase::auth::FederatedOAuthProviderData","~FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::~FederatedOAuthProviderData","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::~vector","auth/src/include/firebase/auth/types.h",442
"firebase::auth::FederatedOAuthProviderData","~FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::~FederatedOAuthProviderData","std::__1::map<basic_string<char, char_traits<char>, allocator<char>>, basic_string<char, char_traits<char>, allocator<char>>, less<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, basic_string<char, char_traits<char>, allocator<char>>>>>::~map","auth/src/include/firebase/auth/types.h",442
"firebase::auth::FederatedOAuthProviderData","~FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::~FederatedOAuthProviderData","firebase::auth::FederatedProviderData::~FederatedProviderData","auth/src/include/firebase/auth/types.h",442
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","std::__1::basic_string<char, char_traits<char>, allocator<char>>::operator=","auth/src/include/firebase/auth/types.h",448
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","std::__1::basic_string<char, char_traits<char>, allocator<char>>::operator=","auth/src/include/firebase/auth/types.h",457
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","std::__1::map<basic_string<char, char_traits<char>, allocator<char>>, basic_string<char, char_traits<char>, allocator<char>>, less<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, basic_string<char, char_traits<char>, allocator<char>>>>>::map","auth/src/include/firebase/auth/types.h",442
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","std::__1::map<basic_string<char, char_traits<char>, allocator<char>>, basic_string<char, char_traits<char>, allocator<char>>, less<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, basic_string<char, char_traits<char>, allocator<char>>>>>::map","auth/src/include/firebase/auth/types.h",444
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","std::__1::map<basic_string<char, char_traits<char>, allocator<char>>, basic_string<char, char_traits<char>, allocator<char>>, less<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, basic_string<char, char_traits<char>, allocator<char>>>>>::map","auth/src/include/firebase/auth/types.h",447
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","std::__1::map<basic_string<char, char_traits<char>, allocator<char>>, basic_string<char, char_traits<char>, allocator<char>>, less<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, basic_string<char, char_traits<char>, allocator<char>>>>>::map","auth/src/include/firebase/auth/types.h",456
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::vector","auth/src/include/firebase/auth/types.h",442
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::vector","auth/src/include/firebase/auth/types.h",444
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::vector","auth/src/include/firebase/auth/types.h",447
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::vector","auth/src/include/firebase/auth/types.h",456
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","std::__1::vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>::operator=","auth/src/include/firebase/auth/types.h",458
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","std::__1::map<basic_string<char, char_traits<char>, allocator<char>>, basic_string<char, char_traits<char>, allocator<char>>, less<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, basic_string<char, char_traits<char>, allocator<char>>>>>::operator=","auth/src/include/firebase/auth/types.h",459
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","firebase::auth::FederatedProviderData::FederatedProviderData","auth/src/include/firebase/auth/types.h",442
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","firebase::auth::FederatedProviderData::FederatedProviderData","auth/src/include/firebase/auth/types.h",444
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","firebase::auth::FederatedProviderData::FederatedProviderData","auth/src/include/firebase/auth/types.h",447
"firebase::auth::FederatedOAuthProviderData","FederatedOAuthProviderData","firebase::auth::FederatedOAuthProviderData::FederatedOAuthProviderData","firebase::auth::FederatedProviderData::FederatedProviderData","auth/src/include/firebase/auth/types.h",456
"firebase::auth::PlayGamesAuthCredential","GetProvider","firebase::auth::PlayGamesAuthCredential::GetProvider","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/playgames_auth_credential.h",34
"firebase::auth::PlayGamesAuthCredential","CreateVerifyAssertionRequest","firebase::auth::PlayGamesAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::c_str","auth/src/desktop/auth_providers/playgames_auth_credential.h",39
"firebase::auth::PlayGamesAuthCredential","CreateVerifyAssertionRequest","firebase::auth::PlayGamesAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_providers/playgames_auth_credential.h",39
"firebase::auth::PlayGamesAuthCredential","CreateVerifyAssertionRequest","firebase::auth::PlayGamesAuthCredential::CreateVerifyAssertionRequest","firebase::auth::VerifyAssertionRequest::FromAuthCode","auth/src/desktop/auth_providers/playgames_auth_credential.h",38
"firebase::auth::PlayGamesAuthCredential","CreateVerifyAssertionRequest","firebase::auth::PlayGamesAuthCredential::CreateVerifyAssertionRequest","firebase::auth::PlayGamesAuthCredential::GetProvider","auth/src/desktop/auth_providers/playgames_auth_credential.h",39
"firebase::auth::PlayGamesAuthCredential","~PlayGamesAuthCredential","firebase::auth::PlayGamesAuthCredential::~PlayGamesAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_providers/playgames_auth_credential.h",32
"firebase::auth::PlayGamesAuthCredential","~PlayGamesAuthCredential","firebase::auth::PlayGamesAuthCredential::~PlayGamesAuthCredential","firebase::auth::IdentityProviderCredential::~IdentityProviderCredential","auth/src/desktop/auth_providers/playgames_auth_credential.h",32
"firebase::auth::PlayGamesAuthCredential","PlayGamesAuthCredential","firebase::auth::PlayGamesAuthCredential::PlayGamesAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/playgames_auth_credential.h",44
"firebase::auth::PlayGamesAuthCredential","PlayGamesAuthCredential","firebase::auth::PlayGamesAuthCredential::PlayGamesAuthCredential","firebase::auth::IdentityProviderCredential::IdentityProviderCredential","auth/src/desktop/auth_providers/playgames_auth_credential.h",44
"firebase::auth::TwitterAuthCredential","GetProvider","firebase::auth::TwitterAuthCredential::GetProvider","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/twitter_auth_credential.h",34
"firebase::auth::TwitterAuthCredential","CreateVerifyAssertionRequest","firebase::auth::TwitterAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::c_str","auth/src/desktop/auth_providers/twitter_auth_credential.h",39
"firebase::auth::TwitterAuthCredential","CreateVerifyAssertionRequest","firebase::auth::TwitterAuthCredential::CreateVerifyAssertionRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_providers/twitter_auth_credential.h",39
"firebase::auth::TwitterAuthCredential","CreateVerifyAssertionRequest","firebase::auth::TwitterAuthCredential::CreateVerifyAssertionRequest","firebase::auth::VerifyAssertionRequest::FromAccessTokenAndOAuthSecret","auth/src/desktop/auth_providers/twitter_auth_credential.h",38
"firebase::auth::TwitterAuthCredential","CreateVerifyAssertionRequest","firebase::auth::TwitterAuthCredential::CreateVerifyAssertionRequest","firebase::auth::TwitterAuthCredential::GetProvider","auth/src/desktop/auth_providers/twitter_auth_credential.h",39
